,ord,cls,desc,pounds,size,type
12725,"⤵,️",emoji style;,arrow_pointing_rightwards_then_curving_downwards,(3.2),2,variation_sequences
12726,"⬅,︎",text style;,leftwards_black_arrow,(4.0),2,variation_sequences
12727,"⬅,️",emoji style;,leftwards_black_arrow,(4.0),2,variation_sequences
12728,"⬆,︎",text style;,upwards_black_arrow,(4.0),2,variation_sequences
12729,"⬆,️",emoji style;,upwards_black_arrow,(4.0),2,variation_sequences
12730,"⬇,︎",text style;,downwards_black_arrow,(4.0),2,variation_sequences
12731,"⬇,️",emoji style;,downwards_black_arrow,(4.0),2,variation_sequences
12732,"⬛,︎",text style;,black_large_square,(5.1),2,variation_sequences
12733,"⬛,️",emoji style;,black_large_square,(5.1),2,variation_sequences
12734,"⬜,︎",text style;,white_large_square,(5.1),2,variation_sequences
12735,"⬜,️",emoji style;,white_large_square,(5.1),2,variation_sequences
12736,"⭐,︎",text style;,white_medium_star,(5.1),2,variation_sequences
12737,"⭐,️",emoji style;,white_medium_star,(5.1),2,variation_sequences
12738,"⭕,︎",text style;,heavy_large_circle,(5.2),2,variation_sequences
12739,"⭕,️",emoji style;,heavy_large_circle,(5.2),2,variation_sequences
12740,"〰,︎",text style;,wavy_dash,(1.1),2,variation_sequences
12741,"〰,️",emoji style;,wavy_dash,(1.1),2,variation_sequences
12742,"〽,︎",text style;,part_alternation_mark,(3.2),2,variation_sequences
12743,"〽,️",emoji style;,part_alternation_mark,(3.2),2,variation_sequences
12744,"㊗,︎",text style;,circled_ideograph_congratulation,(1.1),2,variation_sequences
12745,"㊗,️",emoji style;,circled_ideograph_congratulation,(1.1),2,variation_sequences
12746,"㊙,︎",text style;,circled_ideograph_secret,(1.1),2,variation_sequences
12747,"㊙,️",emoji style;,circled_ideograph_secret,(1.1),2,variation_sequences
12748,"🀄,︎",text style;,mahjong_tile_red_dragon,(5.1),2,variation_sequences
12749,"🀄,️",emoji style;,mahjong_tile_red_dragon,(5.1),2,variation_sequences
12750,"🅰,︎",text style;,negative_squared_latin_capital_letter_a,(6.0),2,variation_sequences
12751,"🅰,️",emoji style;,negative_squared_latin_capital_letter_a,(6.0),2,variation_sequences
12752,"🅱,︎",text style;,negative_squared_latin_capital_letter_b,(6.0),2,variation_sequences
12753,"🅱,️",emoji style;,negative_squared_latin_capital_letter_b,(6.0),2,variation_sequences
12754,"🅾,︎",text style;,negative_squared_latin_capital_letter_o,(6.0),2,variation_sequences
12755,"🅾,️",emoji style;,negative_squared_latin_capital_letter_o,(6.0),2,variation_sequences
12756,"🅿,︎",text style;,negative_squared_latin_capital_letter_p,(5.2),2,variation_sequences
12757,"🅿,️",emoji style;,negative_squared_latin_capital_letter_p,(5.2),2,variation_sequences
12758,"🈂,︎",text style;,squared_katakana_sa,(6.0),2,variation_sequences
12759,"🈂,️",emoji style;,squared_katakana_sa,(6.0),2,variation_sequences
12760,"🈚,︎",text style;,squared_cjk_unified_ideograph_7121,(5.2),2,variation_sequences
12761,"🈚,️",emoji style;,squared_cjk_unified_ideograph_7121,(5.2),2,variation_sequences
12762,"🈯,︎",text style;,squared_cjk_unified_ideograph_6307,(5.2),2,variation_sequences
12763,"🈯,️",emoji style;,squared_cjk_unified_ideograph_6307,(5.2),2,variation_sequences
12764,"🈷,︎",text style;,squared_cjk_unified_ideograph_6708,(6.0),2,variation_sequences
12765,"🈷,️",emoji style;,squared_cjk_unified_ideograph_6708,(6.0),2,variation_sequences
12766,"🌍,︎",text style;,earth_globe_europe_africa,(6.0),2,variation_sequences
12767,"🌍,️",emoji style;,earth_globe_europe_africa,(6.0),2,variation_sequences
12768,"🌎,︎",text style;,earth_globe_americas,(6.0),2,variation_sequences
12769,"🌎,️",emoji style;,earth_globe_americas,(6.0),2,variation_sequences
12770,"🌏,︎",text style;,earth_globe_asia_australia,(6.0),2,variation_sequences
12771,"🌏,️",emoji style;,earth_globe_asia_australia,(6.0),2,variation_sequences
12772,"🌕,︎",text style;,full_moon_symbol,(6.0),2,variation_sequences
12773,"🌕,️",emoji style;,full_moon_symbol,(6.0),2,variation_sequences
12774,"🌜,︎",text style;,last_quarter_moon_with_face,(6.0),2,variation_sequences
12775,"🌜,️",emoji style;,last_quarter_moon_with_face,(6.0),2,variation_sequences
12776,"🌡,︎",text style;,thermometer,(7.0),2,variation_sequences
12777,"🌡,️",emoji style;,thermometer,(7.0),2,variation_sequences
12778,"🌤,︎",text style;,white_sun_with_small_cloud,(7.0),2,variation_sequences
12779,"🌤,️",emoji style;,white_sun_with_small_cloud,(7.0),2,variation_sequences
12780,"🌥,︎",text style;,white_sun_behind_cloud,(7.0),2,variation_sequences
12781,"🌥,️",emoji style;,white_sun_behind_cloud,(7.0),2,variation_sequences
12782,"🌦,︎",text style;,white_sun_behind_cloud_with_rain,(7.0),2,variation_sequences
12783,"🌦,️",emoji style;,white_sun_behind_cloud_with_rain,(7.0),2,variation_sequences
12784,"🌧,︎",text style;,cloud_with_rain,(7.0),2,variation_sequences
12785,"🌧,️",emoji style;,cloud_with_rain,(7.0),2,variation_sequences
12786,"🌨,︎",text style;,cloud_with_snow,(7.0),2,variation_sequences
12787,"🌨,️",emoji style;,cloud_with_snow,(7.0),2,variation_sequences
12788,"🌩,︎",text style;,cloud_with_lightning,(7.0),2,variation_sequences
12789,"🌩,️",emoji style;,cloud_with_lightning,(7.0),2,variation_sequences
12790,"🌪,︎",text style;,cloud_with_tornado,(7.0),2,variation_sequences
12791,"🌪,️",emoji style;,cloud_with_tornado,(7.0),2,variation_sequences
12792,"🌫,︎",text style;,fog,(7.0),2,variation_sequences
12793,"🌫,️",emoji style;,fog,(7.0),2,variation_sequences
12794,"🌬,︎",text style;,wind_blowing_face,(7.0),2,variation_sequences
12795,"🌬,️",emoji style;,wind_blowing_face,(7.0),2,variation_sequences
12796,"🌶,︎",text style;,hot_pepper,(7.0),2,variation_sequences
12797,"🌶,️",emoji style;,hot_pepper,(7.0),2,variation_sequences
12798,"🍸,︎",text style;,cocktail_glass,(6.0),2,variation_sequences
12799,"🍸,️",emoji style;,cocktail_glass,(6.0),2,variation_sequences
12800,"🍽,︎",text style;,fork_and_knife_with_plate,(7.0),2,variation_sequences
12801,"🍽,️",emoji style;,fork_and_knife_with_plate,(7.0),2,variation_sequences
12802,"🎓,︎",text style;,graduation_cap,(6.0),2,variation_sequences
12803,"🎓,️",emoji style;,graduation_cap,(6.0),2,variation_sequences
12804,"🎖,︎",text style;,military_medal,(7.0),2,variation_sequences
12805,"🎖,️",emoji style;,military_medal,(7.0),2,variation_sequences
12806,"🎗,︎",text style;,reminder_ribbon,(7.0),2,variation_sequences
12807,"🎗,️",emoji style;,reminder_ribbon,(7.0),2,variation_sequences
12808,"🎙,︎",text style;,studio_microphone,(7.0),2,variation_sequences
12809,"🎙,️",emoji style;,studio_microphone,(7.0),2,variation_sequences
12810,"🎚,︎",text style;,level_slider,(7.0),2,variation_sequences
12811,"🎚,️",emoji style;,level_slider,(7.0),2,variation_sequences
12812,"🎛,︎",text style;,control_knobs,(7.0),2,variation_sequences
12813,"🎛,️",emoji style;,control_knobs,(7.0),2,variation_sequences
12814,"🎞,︎",text style;,film_frames,(7.0),2,variation_sequences
12815,"🎞,️",emoji style;,film_frames,(7.0),2,variation_sequences
12816,"🎟,︎",text style;,admission_tickets,(7.0),2,variation_sequences
12817,"🎟,️",emoji style;,admission_tickets,(7.0),2,variation_sequences
12818,"🎧,︎",text style;,headphone,(6.0),2,variation_sequences
12819,"🎧,️",emoji style;,headphone,(6.0),2,variation_sequences
12820,"🎬,︎",text style;,clapper_board,(6.0),2,variation_sequences
12821,"🎬,️",emoji style;,clapper_board,(6.0),2,variation_sequences
12822,"🎭,︎",text style;,performing_arts,(6.0),2,variation_sequences
12823,"🎭,️",emoji style;,performing_arts,(6.0),2,variation_sequences
12824,"🎮,︎",text style;,video_game,(6.0),2,variation_sequences
12825,"🎮,️",emoji style;,video_game,(6.0),2,variation_sequences
12826,"🏂,︎",text style;,snowboarder,(6.0),2,variation_sequences
12827,"🏂,️",emoji style;,snowboarder,(6.0),2,variation_sequences
12828,"🏄,︎",text style;,surfer,(6.0),2,variation_sequences
12829,"🏄,️",emoji style;,surfer,(6.0),2,variation_sequences
12830,"🏆,︎",text style;,trophy,(6.0),2,variation_sequences
12831,"🏆,️",emoji style;,trophy,(6.0),2,variation_sequences
12832,"🏊,︎",text style;,swimmer,(6.0),2,variation_sequences
12833,"🏊,️",emoji style;,swimmer,(6.0),2,variation_sequences
12834,"🏋,︎",text style;,weight_lifter,(7.0),2,variation_sequences
12835,"🏋,️",emoji style;,weight_lifter,(7.0),2,variation_sequences
12836,"🏌,︎",text style;,golfer,(7.0),2,variation_sequences
12837,"🏌,️",emoji style;,golfer,(7.0),2,variation_sequences
12838,"🏍,︎",text style;,racing_motorcycle,(7.0),2,variation_sequences
12839,"🏍,️",emoji style;,racing_motorcycle,(7.0),2,variation_sequences
12840,"🏎,︎",text style;,racing_car,(7.0),2,variation_sequences
12841,"🏎,️",emoji style;,racing_car,(7.0),2,variation_sequences
12842,"🏔,︎",text style;,snow_capped_mountain,(7.0),2,variation_sequences
12843,"🏔,️",emoji style;,snow_capped_mountain,(7.0),2,variation_sequences
12844,"🏕,︎",text style;,camping,(7.0),2,variation_sequences
12845,"🏕,️",emoji style;,camping,(7.0),2,variation_sequences
12846,"🏖,︎",text style;,beach_with_umbrella,(7.0),2,variation_sequences
12847,"🏖,️",emoji style;,beach_with_umbrella,(7.0),2,variation_sequences
12848,"🏗,︎",text style;,building_construction,(7.0),2,variation_sequences
12849,"🏗,️",emoji style;,building_construction,(7.0),2,variation_sequences
12850,"🏘,︎",text style;,house_buildings,(7.0),2,variation_sequences
12851,"🏘,️",emoji style;,house_buildings,(7.0),2,variation_sequences
12852,"🏙,︎",text style;,cityscape,(7.0),2,variation_sequences
12853,"🏙,️",emoji style;,cityscape,(7.0),2,variation_sequences
12854,"🏚,︎",text style;,derelict_house_building,(7.0),2,variation_sequences
12855,"🏚,️",emoji style;,derelict_house_building,(7.0),2,variation_sequences
12856,"🏛,︎",text style;,classical_building,(7.0),2,variation_sequences
12857,"🏛,️",emoji style;,classical_building,(7.0),2,variation_sequences
12858,"🏜,︎",text style;,desert,(7.0),2,variation_sequences
12859,"🏜,️",emoji style;,desert,(7.0),2,variation_sequences
12860,"🏝,︎",text style;,desert_island,(7.0),2,variation_sequences
12861,"🏝,️",emoji style;,desert_island,(7.0),2,variation_sequences
12862,"🏞,︎",text style;,national_park,(7.0),2,variation_sequences
12863,"🏞,️",emoji style;,national_park,(7.0),2,variation_sequences
12864,"🏟,︎",text style;,stadium,(7.0),2,variation_sequences
12865,"🏟,️",emoji style;,stadium,(7.0),2,variation_sequences
12866,"🏠,︎",text style;,house_building,(6.0),2,variation_sequences
12867,"🏠,️",emoji style;,house_building,(6.0),2,variation_sequences
12868,"🏭,︎",text style;,factory,(6.0),2,variation_sequences
12869,"🏭,️",emoji style;,factory,(6.0),2,variation_sequences
12870,"🏳,︎",text style;,waving_white_flag,(7.0),2,variation_sequences
12871,"🏳,️",emoji style;,waving_white_flag,(7.0),2,variation_sequences
12872,"🏵,︎",text style;,rosette,(7.0),2,variation_sequences
12873,"🏵,️",emoji style;,rosette,(7.0),2,variation_sequences
12874,"🏷,︎",text style;,label,(7.0),2,variation_sequences
12875,"🏷,️",emoji style;,label,(7.0),2,variation_sequences
12876,"🐈,︎",text style;,cat,(6.0),2,variation_sequences
12877,"🐈,️",emoji style;,cat,(6.0),2,variation_sequences
12878,"🐕,︎",text style;,dog,(6.0),2,variation_sequences
12879,"🐕,️",emoji style;,dog,(6.0),2,variation_sequences
12880,"🐟,︎",text style;,fish,(6.0),2,variation_sequences
12881,"🐟,️",emoji style;,fish,(6.0),2,variation_sequences
12882,"🐦,︎",text style;,bird,(6.0),2,variation_sequences
12883,"🐦,️",emoji style;,bird,(6.0),2,variation_sequences
12884,"🐿,︎",text style;,chipmunk,(7.0),2,variation_sequences
12885,"🐿,️",emoji style;,chipmunk,(7.0),2,variation_sequences
12886,"👁,︎",text style;,eye,(7.0),2,variation_sequences
12887,"👁,️",emoji style;,eye,(7.0),2,variation_sequences
12888,"👂,︎",text style;,ear,(6.0),2,variation_sequences
12889,"👂,️",emoji style;,ear,(6.0),2,variation_sequences
12890,"👆,︎",text style;,white_up_pointing_backhand_index,(6.0),2,variation_sequences
12891,"👆,️",emoji style;,white_up_pointing_backhand_index,(6.0),2,variation_sequences
12892,"👇,︎",text style;,white_down_pointing_backhand_index,(6.0),2,variation_sequences
12893,"👇,️",emoji style;,white_down_pointing_backhand_index,(6.0),2,variation_sequences
12894,"👈,︎",text style;,white_left_pointing_backhand_index,(6.0),2,variation_sequences
12895,"👈,️",emoji style;,white_left_pointing_backhand_index,(6.0),2,variation_sequences
12896,"👉,︎",text style;,white_right_pointing_backhand_index,(6.0),2,variation_sequences
12897,"👉,️",emoji style;,white_right_pointing_backhand_index,(6.0),2,variation_sequences
12898,"👍,︎",text style;,thumbs_up_sign,(6.0),2,variation_sequences
12899,"👍,️",emoji style;,thumbs_up_sign,(6.0),2,variation_sequences
12900,"👎,︎",text style;,thumbs_down_sign,(6.0),2,variation_sequences
12901,"👎,️",emoji style;,thumbs_down_sign,(6.0),2,variation_sequences
12902,"👓,︎",text style;,eyeglasses,(6.0),2,variation_sequences
12903,"👓,️",emoji style;,eyeglasses,(6.0),2,variation_sequences
12904,"👪,︎",text style;,family,(6.0),2,variation_sequences
12905,"👪,️",emoji style;,family,(6.0),2,variation_sequences
12906,"👽,︎",text style;,extraterrestrial_alien,(6.0),2,variation_sequences
12907,"👽,️",emoji style;,extraterrestrial_alien,(6.0),2,variation_sequences
12908,"💣,︎",text style;,bomb,(6.0),2,variation_sequences
12909,"💣,️",emoji style;,bomb,(6.0),2,variation_sequences
12910,"💰,︎",text style;,money_bag,(6.0),2,variation_sequences
12911,"💰,️",emoji style;,money_bag,(6.0),2,variation_sequences
12912,"💳,︎",text style;,credit_card,(6.0),2,variation_sequences
12913,"💳,️",emoji style;,credit_card,(6.0),2,variation_sequences
12914,"💻,︎",text style;,personal_computer,(6.0),2,variation_sequences
12915,"💻,️",emoji style;,personal_computer,(6.0),2,variation_sequences
12916,"💿,︎",text style;,optical_disc,(6.0),2,variation_sequences
12917,"💿,️",emoji style;,optical_disc,(6.0),2,variation_sequences
12918,"📋,︎",text style;,clipboard,(6.0),2,variation_sequences
12919,"📋,️",emoji style;,clipboard,(6.0),2,variation_sequences
12920,"📚,︎",text style;,books,(6.0),2,variation_sequences
12921,"📚,️",emoji style;,books,(6.0),2,variation_sequences
12922,"📟,︎",text style;,pager,(6.0),2,variation_sequences
12923,"📟,️",emoji style;,pager,(6.0),2,variation_sequences
12924,"📤,︎",text style;,outbox_tray,(6.0),2,variation_sequences
12925,"📤,️",emoji style;,outbox_tray,(6.0),2,variation_sequences
12926,"📥,︎",text style;,inbox_tray,(6.0),2,variation_sequences
12927,"📥,️",emoji style;,inbox_tray,(6.0),2,variation_sequences
12928,"📦,︎",text style;,package,(6.0),2,variation_sequences
12929,"📦,️",emoji style;,package,(6.0),2,variation_sequences
12930,"📪,︎",text style;,closed_mailbox_with_lowered_flag,(6.0),2,variation_sequences
12931,"📪,️",emoji style;,closed_mailbox_with_lowered_flag,(6.0),2,variation_sequences
12932,"📫,︎",text style;,closed_mailbox_with_raised_flag,(6.0),2,variation_sequences
12933,"📫,️",emoji style;,closed_mailbox_with_raised_flag,(6.0),2,variation_sequences
12934,"📬,︎",text style;,open_mailbox_with_raised_flag,(6.0),2,variation_sequences
12935,"📬,️",emoji style;,open_mailbox_with_raised_flag,(6.0),2,variation_sequences
12936,"📭,︎",text style;,open_mailbox_with_lowered_flag,(6.0),2,variation_sequences
12937,"📭,️",emoji style;,open_mailbox_with_lowered_flag,(6.0),2,variation_sequences
12938,"📷,︎",text style;,camera,(6.0),2,variation_sequences
12939,"📷,️",emoji style;,camera,(6.0),2,variation_sequences
12940,"📹,︎",text style;,video_camera,(6.0),2,variation_sequences
12941,"📹,️",emoji style;,video_camera,(6.0),2,variation_sequences
12942,"📺,︎",text style;,television,(6.0),2,variation_sequences
12943,"📺,️",emoji style;,television,(6.0),2,variation_sequences
12944,"📻,︎",text style;,radio,(6.0),2,variation_sequences
12945,"📻,️",emoji style;,radio,(6.0),2,variation_sequences
12946,"📽,︎",text style;,film_projector,(7.0),2,variation_sequences
12947,"📽,️",emoji style;,film_projector,(7.0),2,variation_sequences
12948,"🔈,︎",text style;,speaker,(6.0),2,variation_sequences
12949,"🔈,️",emoji style;,speaker,(6.0),2,variation_sequences
12950,"🔍,︎",text style;,left_pointing_magnifying_glass,(6.0),2,variation_sequences
12951,"🔍,️",emoji style;,left_pointing_magnifying_glass,(6.0),2,variation_sequences
12952,"🔒,︎",text style;,lock,(6.0),2,variation_sequences
12953,"🔒,️",emoji style;,lock,(6.0),2,variation_sequences
12954,"🔓,︎",text style;,open_lock,(6.0),2,variation_sequences
12955,"🔓,️",emoji style;,open_lock,(6.0),2,variation_sequences
12956,"🕉,︎",text style;,om_symbol,(7.0),2,variation_sequences
12957,"🕉,️",emoji style;,om_symbol,(7.0),2,variation_sequences
12958,"🕊,︎",text style;,dove_of_peace,(7.0),2,variation_sequences
12959,"🕊,️",emoji style;,dove_of_peace,(7.0),2,variation_sequences
12960,"🕐,︎",text style;,clock_face_one_oclock,(6.0),2,variation_sequences
12961,"🕐,️",emoji style;,clock_face_one_oclock,(6.0),2,variation_sequences
12962,"🕑,︎",text style;,clock_face_two_oclock,(6.0),2,variation_sequences
12963,"🕑,️",emoji style;,clock_face_two_oclock,(6.0),2,variation_sequences
12964,"🕒,︎",text style;,clock_face_three_oclock,(6.0),2,variation_sequences
12965,"🕒,️",emoji style;,clock_face_three_oclock,(6.0),2,variation_sequences
12966,"🕓,︎",text style;,clock_face_four_oclock,(6.0),2,variation_sequences
12967,"🕓,️",emoji style;,clock_face_four_oclock,(6.0),2,variation_sequences
12968,"🕔,︎",text style;,clock_face_five_oclock,(6.0),2,variation_sequences
12969,"🕔,️",emoji style;,clock_face_five_oclock,(6.0),2,variation_sequences
12970,"🕕,︎",text style;,clock_face_six_oclock,(6.0),2,variation_sequences
12971,"🕕,️",emoji style;,clock_face_six_oclock,(6.0),2,variation_sequences
12972,"🕖,︎",text style;,clock_face_seven_oclock,(6.0),2,variation_sequences
12973,"🕖,️",emoji style;,clock_face_seven_oclock,(6.0),2,variation_sequences
12974,"🕗,︎",text style;,clock_face_eight_oclock,(6.0),2,variation_sequences
12975,"🕗,️",emoji style;,clock_face_eight_oclock,(6.0),2,variation_sequences
12976,"🕘,︎",text style;,clock_face_nine_oclock,(6.0),2,variation_sequences
12977,"🕘,️",emoji style;,clock_face_nine_oclock,(6.0),2,variation_sequences
12978,"🕙,︎",text style;,clock_face_ten_oclock,(6.0),2,variation_sequences
12979,"🕙,️",emoji style;,clock_face_ten_oclock,(6.0),2,variation_sequences
12980,"🕚,︎",text style;,clock_face_eleven_oclock,(6.0),2,variation_sequences
12981,"🕚,️",emoji style;,clock_face_eleven_oclock,(6.0),2,variation_sequences
12982,"🕛,︎",text style;,clock_face_twelve_oclock,(6.0),2,variation_sequences
12983,"🕛,️",emoji style;,clock_face_twelve_oclock,(6.0),2,variation_sequences
12984,"🕜,︎",text style;,clock_face_one_thirty,(6.0),2,variation_sequences
12985,"🕜,️",emoji style;,clock_face_one_thirty,(6.0),2,variation_sequences
12986,"🕝,︎",text style;,clock_face_two_thirty,(6.0),2,variation_sequences
12987,"🕝,️",emoji style;,clock_face_two_thirty,(6.0),2,variation_sequences
12988,"🕞,︎",text style;,clock_face_three_thirty,(6.0),2,variation_sequences
12989,"🕞,️",emoji style;,clock_face_three_thirty,(6.0),2,variation_sequences
12990,"🕟,︎",text style;,clock_face_four_thirty,(6.0),2,variation_sequences
12991,"🕟,️",emoji style;,clock_face_four_thirty,(6.0),2,variation_sequences
12992,"🕠,︎",text style;,clock_face_five_thirty,(6.0),2,variation_sequences
12993,"🕠,️",emoji style;,clock_face_five_thirty,(6.0),2,variation_sequences
12994,"🕡,︎",text style;,clock_face_six_thirty,(6.0),2,variation_sequences
12995,"🕡,️",emoji style;,clock_face_six_thirty,(6.0),2,variation_sequences
12996,"🕢,︎",text style;,clock_face_seven_thirty,(6.0),2,variation_sequences
12997,"🕢,️",emoji style;,clock_face_seven_thirty,(6.0),2,variation_sequences
12998,"🕣,︎",text style;,clock_face_eight_thirty,(6.0),2,variation_sequences
12999,"🕣,️",emoji style;,clock_face_eight_thirty,(6.0),2,variation_sequences
13000,"🕤,︎",text style;,clock_face_nine_thirty,(6.0),2,variation_sequences
13001,"🕤,️",emoji style;,clock_face_nine_thirty,(6.0),2,variation_sequences
13002,"🕥,︎",text style;,clock_face_ten_thirty,(6.0),2,variation_sequences
13003,"🕥,️",emoji style;,clock_face_ten_thirty,(6.0),2,variation_sequences
13004,"🕦,︎",text style;,clock_face_eleven_thirty,(6.0),2,variation_sequences
13005,"🕦,️",emoji style;,clock_face_eleven_thirty,(6.0),2,variation_sequences
13006,"🕧,︎",text style;,clock_face_twelve_thirty,(6.0),2,variation_sequences
13007,"🕧,️",emoji style;,clock_face_twelve_thirty,(6.0),2,variation_sequences
13008,"🕯,︎",text style;,candle,(7.0),2,variation_sequences
13009,"🕯,️",emoji style;,candle,(7.0),2,variation_sequences
13010,"🕰,︎",text style;,mantelpiece_clock,(7.0),2,variation_sequences
13011,"🕰,️",emoji style;,mantelpiece_clock,(7.0),2,variation_sequences
13012,"🕳,︎",text style;,hole,(7.0),2,variation_sequences
13013,"🕳,️",emoji style;,hole,(7.0),2,variation_sequences
13014,"🕴,︎",text style;,man_in_business_suit_levitating,(7.0),2,variation_sequences
13015,"🕴,️",emoji style;,man_in_business_suit_levitating,(7.0),2,variation_sequences
13016,"🕵,︎",text style;,sleuth_or_spy,(7.0),2,variation_sequences
13017,"🕵,️",emoji style;,sleuth_or_spy,(7.0),2,variation_sequences
13018,"🕶,︎",text style;,dark_sunglasses,(7.0),2,variation_sequences
13019,"🕶,️",emoji style;,dark_sunglasses,(7.0),2,variation_sequences
13020,"🕷,︎",text style;,spider,(7.0),2,variation_sequences
13021,"🕷,️",emoji style;,spider,(7.0),2,variation_sequences
13022,"🕸,︎",text style;,spider_web,(7.0),2,variation_sequences
13023,"🕸,️",emoji style;,spider_web,(7.0),2,variation_sequences
13024,"🕹,︎",text style;,joystick,(7.0),2,variation_sequences
13025,"🕹,️",emoji style;,joystick,(7.0),2,variation_sequences
13026,"🖇,︎",text style;,linked_paperclips,(7.0),2,variation_sequences
13027,"🖇,️",emoji style;,linked_paperclips,(7.0),2,variation_sequences
13028,"🖊,︎",text style;,lower_left_ballpoint_pen,(7.0),2,variation_sequences
13029,"🖊,️",emoji style;,lower_left_ballpoint_pen,(7.0),2,variation_sequences
13030,"🖋,︎",text style;,lower_left_fountain_pen,(7.0),2,variation_sequences
13031,"🖋,️",emoji style;,lower_left_fountain_pen,(7.0),2,variation_sequences
13032,"🖌,︎",text style;,lower_left_paintbrush,(7.0),2,variation_sequences
13033,"🖌,️",emoji style;,lower_left_paintbrush,(7.0),2,variation_sequences
13034,"🖍,︎",text style;,lower_left_crayon,(7.0),2,variation_sequences
13035,"🖍,️",emoji style;,lower_left_crayon,(7.0),2,variation_sequences
13036,"🖐,︎",text style;,raised_hand_with_fingers_splayed,(7.0),2,variation_sequences
13037,"🖐,️",emoji style;,raised_hand_with_fingers_splayed,(7.0),2,variation_sequences
13038,"🖥,︎",text style;,desktop_computer,(7.0),2,variation_sequences
13039,"🖥,️",emoji style;,desktop_computer,(7.0),2,variation_sequences
13040,"🖨,︎",text style;,printer,(7.0),2,variation_sequences
13041,"🖨,️",emoji style;,printer,(7.0),2,variation_sequences
13042,"🖱,︎",text style;,three_button_mouse,(7.0),2,variation_sequences
13043,"🖱,️",emoji style;,three_button_mouse,(7.0),2,variation_sequences
13044,"🖲,︎",text style;,trackball,(7.0),2,variation_sequences
13045,"🖲,️",emoji style;,trackball,(7.0),2,variation_sequences
13046,"🖼,︎",text style;,frame_with_picture,(7.0),2,variation_sequences
13047,"🖼,️",emoji style;,frame_with_picture,(7.0),2,variation_sequences
13048,"🗂,︎",text style;,card_index_dividers,(7.0),2,variation_sequences
13049,"🗂,️",emoji style;,card_index_dividers,(7.0),2,variation_sequences
13050,"🗃,︎",text style;,card_file_box,(7.0),2,variation_sequences
13051,"🗃,️",emoji style;,card_file_box,(7.0),2,variation_sequences
13052,"🗄,︎",text style;,file_cabinet,(7.0),2,variation_sequences
13053,"🗄,️",emoji style;,file_cabinet,(7.0),2,variation_sequences
13054,"🗑,︎",text style;,wastebasket,(7.0),2,variation_sequences
13055,"🗑,️",emoji style;,wastebasket,(7.0),2,variation_sequences
13056,"🗒,︎",text style;,spiral_note_pad,(7.0),2,variation_sequences
13057,"🗒,️",emoji style;,spiral_note_pad,(7.0),2,variation_sequences
13058,"🗓,︎",text style;,spiral_calendar_pad,(7.0),2,variation_sequences
13059,"🗓,️",emoji style;,spiral_calendar_pad,(7.0),2,variation_sequences
13060,"🗜,︎",text style;,compression,(7.0),2,variation_sequences
13061,"🗜,️",emoji style;,compression,(7.0),2,variation_sequences
13062,"🗝,︎",text style;,old_key,(7.0),2,variation_sequences
13063,"🗝,️",emoji style;,old_key,(7.0),2,variation_sequences
13064,"🗞,︎",text style;,rolled_up_newspaper,(7.0),2,variation_sequences
13065,"🗞,️",emoji style;,rolled_up_newspaper,(7.0),2,variation_sequences
13066,"🗡,︎",text style;,dagger_knife,(7.0),2,variation_sequences
13067,"🗡,️",emoji style;,dagger_knife,(7.0),2,variation_sequences
13068,"🗣,︎",text style;,speaking_head_in_silhouette,(7.0),2,variation_sequences
13069,"🗣,️",emoji style;,speaking_head_in_silhouette,(7.0),2,variation_sequences
13070,"🗨,︎",text style;,left_speech_bubble,(7.0),2,variation_sequences
13071,"🗨,️",emoji style;,left_speech_bubble,(7.0),2,variation_sequences
13072,"🗯,︎",text style;,right_anger_bubble,(7.0),2,variation_sequences
13073,"🗯,️",emoji style;,right_anger_bubble,(7.0),2,variation_sequences
13074,"🗳,︎",text style;,ballot_box_with_ballot,(7.0),2,variation_sequences
13075,"🗳,️",emoji style;,ballot_box_with_ballot,(7.0),2,variation_sequences
13076,"🗺,︎",text style;,world_map,(7.0),2,variation_sequences
13077,"🗺,️",emoji style;,world_map,(7.0),2,variation_sequences
13078,"😐,︎",text style;,neutral_face,(6.0),2,variation_sequences
13079,"😐,️",emoji style;,neutral_face,(6.0),2,variation_sequences
13080,"🚇,︎",text style;,metro,(6.0),2,variation_sequences
13081,"🚇,️",emoji style;,metro,(6.0),2,variation_sequences
13082,"🚍,︎",text style;,oncoming_bus,(6.0),2,variation_sequences
13083,"🚍,️",emoji style;,oncoming_bus,(6.0),2,variation_sequences
13084,"🚑,︎",text style;,ambulance,(6.0),2,variation_sequences
13085,"🚑,️",emoji style;,ambulance,(6.0),2,variation_sequences
13086,"🚔,︎",text style;,oncoming_police_car,(6.0),2,variation_sequences
13087,"🚔,️",emoji style;,oncoming_police_car,(6.0),2,variation_sequences
13088,"🚘,︎",text style;,oncoming_automobile,(6.0),2,variation_sequences
13089,"🚘,️",emoji style;,oncoming_automobile,(6.0),2,variation_sequences
13090,"🚭,︎",text style;,no_smoking_symbol,(6.0),2,variation_sequences
13091,"🚭,️",emoji style;,no_smoking_symbol,(6.0),2,variation_sequences
13092,"🚲,︎",text style;,bicycle,(6.0),2,variation_sequences
13093,"🚲,️",emoji style;,bicycle,(6.0),2,variation_sequences
13094,"🚹,︎",text style;,mens_symbol,(6.0),2,variation_sequences
